id,cache_key,query_id,route_id,prompt_version,model_version,prediction,reference,exact_match,lenient_em,token_f1,judge_score,judge_model,tokens_in,tokens_out,gpu_seconds,concurrency,cloud_spend_usd,amortized_usd,latency_ms_total,latency_ms_retrieval,latency_ms_llm,latency_ms_verify,git_sha,config_hash,created_at,generator_mode,retrieval_mode,temperature,seed
1,84051351d849dbd3ef7bee7cba8d9e02a34afe8ec8819a9c56e1d9c50f426741,nq:0000,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Mitochondria are located in the cytoplasm of cells.,mitochondria,0,0,0.25,,judge-stub/unwired,12,13,0.6258985600015876,1,0.0,6.085124888904323e-05,631.8597359950218,5.9611759934341535,625.8985600015876,0.0,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:22.888785+00:00,measured,measured,0.0,0
2,03b04882b97cf3400e943d9ccf96ca4e4c71195ad0a730228f4ab4fecff44ba1,nq:0000,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,"Mitochondria are located in eukaryotic cells, specifically within their organelles.",mitochondria,0,0,0.18181818181818182,,judge-stub/unwired,102,19,0.8032002729996748,1,0.0,7.808891543052393e-05,809.0103579997958,5.810085000121035,803.2002729996748,0.0,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:23.941139+00:00,measured,measured,0.0,0
3,88989c00d51d38746ab7e3c937feb77b7d13a34e0142b5f0913c40ad3ab3e1e8,nq:0000,C0,v1,ollama-llama3.1-8b,mitochondria,mitochondria,1,1,1.0,,judge-stub/unwired,80,41,2.6305882352941174,1,0.0,0.0002557516339869281,2672.0855699657122,10.830668004928157,2630.5882352941176,30.666666666666668,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:23.977296+00:00,stub,measured,0.0,0
4,ad7dde7802e8ec8bf6526471e3d218bfb98070831ce41baecdaec9ea7f9def01,nq:0000,C1,v1,gpt-4o-mini,mitochondria,mitochondria,1,1,1.0,,judge-stub/unwired,195,47,0.0,1,5.745e-05,0.0,1809.1204051747577,9.767463998286985,1787.450980392157,11.901960784313726,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:24.000796+00:00,stub,measured,0.0,0
5,1646cf96baae75fc072797330742485f02833fb94fc6ff0486b4d67baaaf443e,nq:0000,C2,v1,gpt-4o-mini,mitochondria,mitochondria,1,1,1.0,,judge-stub/unwired,141,23,0.0,1,3.4949999999999996e-05,0.0,2184.33379808068,12.8436020022491,2166.2745098039213,5.215686274509804,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:24.030162+00:00,stub,measured,0.0,0
6,4eb8a866823466ac64a44a1cf5effa6037ccffcfbbfb070a59ea54d4524fd51c,nq:0000,C3,v1,gpt-4o,mitochondria,mitochondria,1,1,1.0,,judge-stub/unwired,91,8,0.0,1,0.0003075,0.0,1349.5244385666572,6.72051699802978,1327.450980392157,15.352941176470589,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:24.076181+00:00,stub,measured,0.0,0
7,408b2694a4ddc835258faa77dff829b02a72841d77a64c73bb07693804d2d30d,nq:0000,C4,v1,gpt-4o,mitochondria,mitochondria,1,1,1.0,,judge-stub/unwired,197,15,0.0,1,0.0006425,0.0,2369.3807457308944,5.596432005404495,2337.6470588235293,26.137254901960784,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:24.127819+00:00,stub,measured,0.0,0
8,8db10fe4310cd48972f83a558b9fd4ad86e68f4f4c50bbf48846d1aca5cd84cb,nq:0001,L0,v1,Qwen/Qwen2.5-1.5B-Instruct,Niels Bohr and Werner Heisenberg are credited as co-discoverers of quantum mechanics.,quantum mechanics,0,0,0.2666666666666667,,judge-stub/unwired,12,20,0.8745904179995705,1,0.0,8.502962397218046e-05,889.0102670011402,14.419849001569673,874.5904179995705,0.0,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:33.554737+00:00,measured,measured,0.0,0
9,fb0bba41bc783cb5961259383276063d8d80710247b89229f22d7cb1001cfb60,nq:0001,L1,v1,Qwen/Qwen2.5-1.5B-Instruct,No specific individual is credited as discovering quantum mechanics; it was developed through a series of observations and theories over time.,quantum mechanics,0,0,0.18181818181818182,,judge-stub/unwired,113,23,0.9799150920007378,1,0.0,9.526952283340505e-05,991.0958589971415,11.18076699640369,979.9150920007378,0.0,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:34.787035+00:00,measured,measured,0.0,0
10,2ccfdc323d61dff3b63139c3beaa98c0badd6b4dac702f71ba4fa252b29b5f09,nq:0001,C0,v1,ollama-llama3.1-8b,quantum,quantum mechanics,0,0,0.6666666666666666,,judge-stub/unwired,102,24,1.712941176470588,1,0.0,0.00016653594771241827,1767.095222151426,10.114829994563479,1712.941176470588,44.03921568627451,3bf1cf61761dfd411baf30f47cb95cf54e8769f4,013fc66b10e00347e8ba70ceb2321301bd449df62c64f0effa29b2a239a6eb5b,2026-09-19T17:04:34.812114+00:00,stub,measured,0.0,0
